Activity;Case ID;Duration;Event_Nr
Accepted-Wait;1-622295317;6983326.004583765;2
Completed-Closed;1-622295317;1743811.9994228443;3
Accepted-In Progress;1-622618613;0.00017882076396651258;1
Queued-Awaiting Assignment;1-622618613;23.999863238057344;2
Accepted-In Progress;1-622618613;11013.000036965834;3
Accepted-Wait;1-622618613;7.9983734015161385;4
Completed-Closed;1-622618613;3230830.9990545497;5
Accepted-In Progress;1-622630582;0.0005103012917123178;1
Accepted-Wait;1-622630582;590169.9847640257;2
Completed-Closed;1-622630582;13399793.000631843;3
Accepted-In Progress;1-622652886;-0.0006656758659628419;1
Completed-Closed;1-622652886;12037725.998832248;2
Accepted-In Progress;1-622783644;-0.00206178433881272;1
Accepted-Wait;1-622783644;1134784.9972371836;2
Accepted-In Progress;1-622783644;12425349.000255907;3
Completed-Closed;1-622783644;36.99962057983593;4
Accepted-In Progress;1-622806196;-9.648110083022512e-05;1
Accepted-Wait;1-622806196;4564.981880039492;2
Accepted-In Progress;1-622806196;12372105.999692647;3
Completed-Closed;1-622806196;146.00028143317283;4
Accepted-In Progress;1-622847448;0.0006948679962555683;1
Accepted-Assigned;1-622847448;7857997.014487298;2
Accepted-In Progress;1-622847448;3546462.000058931;3
Completed-Closed;1-622847448;70.99970637309595;4
Accepted-In Progress;1-622856843;0.0011895537024187214;1
Completed-Closed;1-622856843;3621677.998474003;2
Accepted-In Progress;1-622874191;-0.0028438760530985594;1
Accepted-In Progress;1-622874191;524173.9999072607;2
Completed-Closed;1-622874191;3615809.997199028;3
Accepted-In Progress;1-622884303;-0.0001911875390893425;1
Accepted-Wait;1-622884303;694050.9943352494;2
Completed-Closed;1-622884303;8365022.001374669;3
Accepted-In Progress;1-622940906;0.0008542165285296045;1
Accepted-In Progress;1-622940906;2664941.0004744;2
Completed-Closed;1-622940906;349324.9997746574;3
Accepted-In Progress;1-623152702;-0.0003818436820212324;1
Completed-Closed;1-623152702;11031476.999432532;2
Accepted-In Progress;1-623336818;0.00022133747178292045;1
Completed-Closed;1-623336818;5863927.008594377;2
Accepted-In Progress;1-623354971;-0.0038319522198356536;1
Accepted-Assigned;1-623354971;361.00118659800694;2
Accepted-In Progress;1-623354971;10801516.999446554;3
Completed-Closed;1-623354971;2.999070179407204;4
Accepted-In Progress;1-623520821;-0.00042327530953120506;1
Queued-Awaiting Assignment;1-623520821;314.0;2
Accepted-In Progress;1-623520821;11616697.0;3
Queued-Awaiting Assignment;1-623520821;37.0;4
Accepted-In Progress;1-623520821;4654642.0;5
Accepted-Wait;1-623520821;291.0;6
Accepted-In Progress;1-623520821;0.0;7
Completed-Closed;1-623520821;1814645.0;8
Accepted-Wait;1-623521280;-0.008039623431854794;1
Accepted-In Progress;1-623521280;4664241.000243862;2
Completed-Closed;1-623521280;1106523.0;3
Accepted-In Progress;1-623626713;-0.0010647343192250953;1
Queued-Awaiting Assignment;1-623626713;190.0;2
Accepted-In Progress;1-623626713;64.0;3
Accepted-Wait;1-623626713;597149.0;4
Completed-Closed;1-623626713;3542257.0;5
Accepted-In Progress;1-623792185;-0.0006743751087896205;1
Queued-Awaiting Assignment;1-623792185;2360.9991553487716;2
Accepted-In Progress;1-623792185;148655.99943778082;3
Queued-Awaiting Assignment;1-623792185;1038906.0042146655;4
Accepted-In Progress;1-623792185;430307.999400442;5
Accepted-Wait;1-623792185;480.00287201307066;6
Accepted-In Progress;1-623792185;1314441.0001259337;7
Completed-Closed;1-623792185;61.00203151132013;8
Accepted-In Progress;1-623859845;-0.0009563458246399338;1
Completed-Closed;1-623859845;7064806.003185051;2
Accepted-In Progress;1-624009613;-0.0010082521139593553;1
Completed-Closed;1-624009613;4072831.998538538;2
Accepted-In Progress;1-624219528;-0.0006074102951832726;1
Completed-Closed;1-624219528;8901688.000358565;2
Queued-Awaiting Assignment;1-624305845;0.0007453236121608781;1
Accepted-In Progress;1-624305845;1894445.9986840237;2
Completed-Closed;1-624305845;292.9994051192312;3
Accepted-In Progress;1-624450715;0.0008109336539972704;1
Accepted-Wait;1-624450715;9.00619763651496;2
Completed-Closed;1-624450715;9153852.001068763;3
Accepted-In Progress;1-624711258;0.00257702819967077;1
Queued-Awaiting Assignment;1-624711258;245.02206761290574;2
Accepted-In Progress;1-624711258;156.99894420801846;3
Completed-Closed;1-624711258;7529985.000866019;4
Accepted-In Progress;1-624745314;-0.00022595985443320582;1
Completed-Closed;1-624745314;4681454.996221452;2
Accepted-In Progress;1-624845426;-0.001802247372023094;1
Queued-Awaiting Assignment;1-624845426;25.998486894170004;2
Accepted-In Progress;1-624845426;2415536.9991888646;3
Completed-Closed;1-624845426;2813.000749405958;4
Accepted-In Progress;1-625322174;-0.0010202261344674556;1
Queued-Awaiting Assignment;1-625322174;67.95543251550403;2
Accepted-In Progress;1-625322174;441182.9998986722;3
Accepted-Wait;1-625322174;8.002691438665492;4
Completed-Closed;1-625322174;10022544.001342723;5
Accepted-In Progress;1-625459293;-0.0017765683152215952;1
Queued-Awaiting Assignment;1-625459293;49.99090443887382;2
Accepted-In Progress;1-625459293;1508064.0003757975;3
Accepted-Wait;1-625459293;1012.9992680129603;4
Completed-Closed;1-625459293;1217296.0004915313;5
Accepted-In Progress;1-625628532;0.002211528051179004;1
Completed-Closed;1-625628532;10628027.999224627;2
Accepted-In Progress;1-625634702;-0.00010857438337084774;1
Accepted-Wait;1-625634702;1434.9949054911713;2
Completed-Closed;1-625634702;2580016.000060867;3
Accepted-In Progress;1-625634824;-0.0003592630512052702;1
Accepted-Wait;1-625634824;965.9975025697007;2
Completed-Closed;1-625634824;2761845.99891591;3
Accepted-In Progress;1-625634936;0.001133672124941597;1
Accepted-Wait;1-625634936;585.0112664000959;2
Completed-Closed;1-625634936;9662815.997169193;3
Accepted-In Progress;1-625646775;-0.001399099044290475;1
Completed-Closed;1-625646775;3804964.001235899;2
Accepted-In Progress;1-626102521;0.0015549569552256635;1
Completed-Closed;1-626102521;7863234.995713362;2
Accepted-In Progress;1-626212681;0.001186414746586363;1
Accepted-Wait;1-626212681;1362240.987390144;2
Accepted-In Progress;1-626212681;4057550.9992751554;3
Completed-Closed;1-626212681;196.0016559093114;4
Accepted-In Progress;1-626462354;0.000878504608057905;1
Accepted-Wait;1-626462354;3807866.0008454775;2
Completed-Closed;1-626462354;6481135.999330282;3
Accepted-In Progress;1-626510640;0.0012227315788753972;1
Queued-Awaiting Assignment;1-626510640;0.0;2
Accepted-In Progress;1-626510640;13840480.0;3
Queued-Awaiting Assignment;1-626510640;8901.0;4
Accepted-In Progress;1-626510640;0.0;5
Accepted-Wait;1-626510640;9.0;6
Accepted-In Progress;1-626510640;0.0;7
Completed-Closed;1-626510640;266.0;8
Accepted-In Progress;1-626515794;-8.66941672945878e-05;1
Accepted-Assigned;1-626515794;1159.0091837143323;2
Accepted-Assigned;1-626515794;263196.98758385173;3
Accepted-In Progress;1-626515794;1204723.0015049144;4
Completed-Closed;1-626515794;70.99965362482567;5
Accepted-In Progress;1-626760391;0.0008799000542922584;1
Accepted-In Progress;1-626760391;1997394.9995710838;2
Completed-Closed;1-626760391;36.99862662817048;3
Accepted-In Progress;1-626834451;-0.0006391531047440603;1
Accepted-Assigned;1-626834451;85.0073618535484;2
Completed-Closed;1-626834451;3699398.000570631;3
Accepted-In Progress;1-627336700;-0.00093083666716065;1
Accepted-Assigned;1-627336700;23.006596584206005;2
Accepted-In Progress;1-627336700;3469124.0003423356;3
Completed-Closed;1-627336700;1.0001922217704917;4
Accepted-In Progress;1-627337013;-0.0007514437186548747;1
Accepted-In Progress;1-627337013;3121134.9997876254;2
Completed-Closed;1-627337013;3029072.0002618865;3
Accepted-In Progress;1-627532005;0.0005121771260461628;1
Accepted-Assigned;1-627532005;28.998575488604573;2
Accepted-Wait;1-627532005;1642721.0023551318;3
Completed-Closed;1-627532005;9067549.000395685;4
Accepted-In Progress;1-627557462;-0.0009231001949031021;1
Accepted-In Progress;1-627557462;46.00033829200087;2
Completed-Closed;1-627557462;3624811.0024290034;3
Accepted-In Progress;1-627630611;0.0018644987879367764;1
Queued-Awaiting Assignment;1-627630611;181.00687738681665;2
Accepted-In Progress;1-627630611;150616.00090722175;3
Completed-Closed;1-627630611;1570408.0019086692;4
Accepted-In Progress;1-627878397;-0.0003063554338553768;1
Accepted-In Progress;1-627878397;13747006.999945784;2
Completed-Closed;1-627878397;43.99940537779813;3
Accepted-In Progress;1-627936524;0.0016290108624989193;1
Completed-Closed;1-627936524;10631823.000995954;2
Accepted-In Progress;1-627980711;-0.0021553427525909824;1
Completed-Closed;1-627980711;3561232.9983077333;2
Accepted-In Progress;1-628078553;0.000976032071819661;1
Completed-Closed;1-628078553;10294972.000278736;2
Accepted-In Progress;1-628105478;-0.0007552955548900997;1
Accepted-Assigned;1-628105478;3621416.0037119533;2
Accepted-In Progress;1-628105478;7353846.00028651;3
Completed-Closed;1-628105478;153.99969639438663;4
Accepted-In Progress;1-628222366;-0.0010432353818111638;1
Completed-Closed;1-628222366;2310819.0008583586;2
Accepted-In Progress;1-628255780;-2.006454093058143e-05;1
Completed-Closed;1-628255780;2310719.9982289225;2
Accepted-In Progress;1-628669941;4.220711527177171e-05;1
Completed-Closed;1-628669941;859034.0002784567;2
Accepted-In Progress;1-628704675;-0.0003178984973158376;1
Queued-Awaiting Assignment;1-628704675;94.0061274638319;2
Accepted-In Progress;1-628704675;1042057.0001999987;3
Queued-Awaiting Assignment;1-628704675;66.00691008475033;4
Accepted-In Progress;1-628704675;7435679.999568999;5
Completed-Closed;1-628704675;983.9992765171037;6
Accepted-In Progress;1-629618537;-0.0006478616629585395;1
Accepted-Assigned;1-629618537;35.0003638950929;2
Accepted-In Progress;1-629618537;3727551.001316049;3
Completed-Closed;1-629618537;443.00124304535785;4
Accepted-In Progress;1-629629428;-0.0005587961954773763;1
Accepted-Assigned;1-629629428;4834755.007387906;2
Accepted-In Progress;1-629629428;8062551.000196674;3
Completed-Closed;1-629629428;77.99934102928029;4
Accepted-In Progress;1-629642635;-0.000957623145939424;1
Queued-Awaiting Assignment;1-629642635;253.0;2
Accepted-In Progress;1-629642635;3105386.0;3
Accepted-Wait;1-629642635;212.0;4
Accepted-In Progress;1-629642635;0.0;5
Completed-Closed;1-629642635;3755601.0;6
Accepted-In Progress;1-629991273;-0.00018620340123240715;1
Accepted-In Progress;1-629991273;3052285.0007168925;2
Completed-Closed;1-629991273;33.999500634449674;3
Accepted-In Progress;1-630156753;0.0016664947003360378;1
Queued-Awaiting Assignment;1-630156753;342.006878127136;2
Accepted-In Progress;1-630156753;4404393.999728872;3
Completed-Closed;1-630156753;508.99933183843854;4
Accepted-In Progress;1-630493188;0.000253659280761516;1
Completed-Closed;1-630493188;630163.000519809;2
Accepted-In Progress;1-631001113;-0.00019078405803339408;1
Completed-Closed;1-631001113;326944.9981311178;2
Accepted-In Progress;1-631509503;-0.0004276476376032088;1
Completed-Closed;1-631509503;2844572.0011719447;2
Accepted-In Progress;1-632486751;7.067523645323877e-05;1
Accepted-Assigned;1-632486751;1896667.987502579;2
Accepted-In Progress;1-632486751;56.99975688911839;3
Completed-Closed;1-632486751;82.00081415033299;4
Accepted-In Progress;1-633036453;-0.0024934127240047893;1
Queued-Awaiting Assignment;1-633036453;761.9996171249311;2
Accepted-In Progress;1-633036453;63.000053626321765;3
Completed-Closed;1-633036453;4920831.999697416;4
Accepted-In Progress;1-633092732;-0.00020333496939181346;1
Accepted-In Progress;1-633092732;1356146.999883333;2
Completed-Closed;1-633092732;243.99954803636845;3
Accepted-In Progress;1-633184307;0.0006293940348258142;1
Completed-Closed;1-633184307;6108747.998565694;2
Accepted-In Progress;1-634447637;-2.026857889304837e-05;1
Accepted-Wait;1-634447637;155.00718515233007;2
Accepted-In Progress;1-634447637;2226189.9998123543;3
Completed-Closed;1-634447637;21.99912551533449;4
Accepted-In Progress;1-634479154;-3.064487348726703e-05;1
Completed-Closed;1-634479154;5351900.000349626;2
Accepted-In Progress;1-634487640;-0.0013442865383960368;1
Completed-Closed;1-634487640;1824101.000932935;2
Accepted-In Progress;1-634506651;-0.0013972119326191516;1
Completed-Closed;1-634506651;1036.9995721102398;2
Accepted-In Progress;1-634533656;0.002349711754699703;1
Completed-Closed;1-634533656;432518.00007945613;2
Accepted-In Progress;1-635351501;0.0049768338800596475;1
Completed-Closed;1-635351501;11214905.004973799;2
Accepted-In Progress;1-635382525;0.0003798257616249511;1
Completed-Closed;1-635382525;434873.0022493563;2
Accepted-In Progress;1-635404161;0.0006258585925063505;1
Accepted-Wait;1-635404161;12.993866260139153;2
Completed-Closed;1-635404161;1624793.0003608763;3
Accepted-In Progress;1-636501102;0.0021727074701721146;1
Completed-Closed;1-636501102;2010060.0003315273;2
Accepted-In Progress;1-636789520;0.00045150394660317943;1
Completed-Closed;1-636789520;3632491.9998263908;2
Accepted-In Progress;1-636849620;-0.004615158119810136;1
Accepted-Assigned;1-636849620;160.00384970709703;2
Accepted-In Progress;1-636849620;3371055.999642145;3
Accepted-Wait;1-636849620;3472073.0000435514;4
Completed-Closed;1-636849620;179338.9988235869;5
Accepted-In Progress;1-636867758;-0.0008969224982518656;1
Completed-Closed;1-636867758;7013242.00060059;2
Accepted-In Progress;1-637035141;0.0005023581561556635;1
Completed-Closed;1-637035141;8048693.000102808;2
Accepted-In Progress;1-637059802;0.0006102156406200813;1
Completed-Closed;1-637059802;45.00063356480907;2
Accepted-In Progress;1-637142120;0.0008007654255294654;1
Completed-Closed;1-637142120;285.00007258756995;2
Accepted-In Progress;1-637222863;0.0019157721230123965;1
Accepted-In Progress;1-637222863;82.99965378624535;2
Queued-Awaiting Assignment;1-637222863;392.9994733239063;3
Accepted-In Progress;1-637222863;479.0002882921882;4
Completed-Closed;1-637222863;110.00103184231176;5
Accepted-In Progress;1-637283508;-0.001587095405215654;1
Queued-Awaiting Assignment;1-637283508;43.00528048912453;2
Accepted-In Progress;1-637283508;70642.00031655621;3
Completed-Closed;1-637283508;362.0011671364254;4
Queued-Awaiting Assignment;1-637307494;0.004172282232690888;1
Accepted-In Progress;1-637307494;602880.0001926024;2
Completed-Closed;1-637307494;2156020.000187339;3
Accepted-In Progress;1-637327254;0.002458160935180555;1
Completed-Closed;1-637327254;5593213.001131506;2
Accepted-In Progress;1-637516103;-0.0018399857984238138;1
Queued-Awaiting Assignment;1-637516103;298.0018862921434;2
Accepted-In Progress;1-637516103;14667.001770595774;3
Completed-Closed;1-637516103;349.99976711848325;4
Accepted-In Progress;1-637580967;-0.0006538016090107402;1
Accepted-Wait;1-637580967;415.00500727752876;2
Completed-Closed;1-637580967;677263.9998490043;3
Accepted-In Progress;1-637591141;0.0010545040187794079;1
Completed-Closed;1-637591141;4332385.000254495;2
Accepted-In Progress;1-637685994;0.0001422871737918495;1
Completed-Closed;1-637685994;5965810.999793528;2
Accepted-In Progress;1-637685994;618340.9998737775;3
Completed-Closed;1-637685994;4665305.0006733;4
Accepted-In Progress;1-637713545;7.831836724771074e-05;1
Queued-Awaiting Assignment;1-637713545;314.00744331431906;2
Accepted-In Progress;1-637713545;2377.001403054677;3
Accepted-Wait;1-637713545;191.00933718045138;4
Completed-Closed;1-637713545;12374.99809034396;5
Accepted-In Progress;1-637713651;-0.00040280042147931595;1
Completed-Closed;1-637713651;266726.99984319974;2
Accepted-In Progress;1-637716645;0.000988202225204023;1
Completed-Closed;1-637716645;862918.9992085296;2
Accepted-In Progress;1-637893062;-0.00027700358591447146;1
Accepted-Assigned;1-637893062;1475192.0045383105;2
Accepted-In Progress;1-637893062;3889800.0011083474;3
Completed-Closed;1-637893062;13.00048723506845;4
Accepted-In Progress;1-637954950;-0.0012602794990250723;1
Completed-Closed;1-637954950;541.0014994941536;2
Accepted-In Progress;1-638034021;-0.00011834016306082367;1
Completed-Closed;1-638034021;4311828.999596215;2
Accepted-In Progress;1-638041299;-0.0009972387033414238;1
Completed-Closed;1-638041299;3353894.99990128;2
Accepted-In Progress;1-638112911;0.0005787804801579116;1
Completed-Closed;1-638112911;650149.9952965858;2
Accepted-In Progress;1-638653931;0.0008317419885819056;1
Completed-Closed;1-638653931;3019557.0027549285;2
Accepted-In Progress;1-638961317;-0.0012740802684474643;1
Completed-Closed;1-638961317;6640011.00053586;2
Accepted-In Progress;1-638962731;1.9905749134079273e-05;1
Accepted-Assigned;1-638962731;75.00178998361453;2
Accepted-In Progress;1-638962731;447.99924223462403;3
Completed-Closed;1-638962731;2488338.9993943963;4
Accepted-In Progress;1-639009338;-0.0005891928338831376;1
Accepted-In Progress;1-639009338;8978946.000012277;2
Completed-Closed;1-639009338;154.0005255805636;3
Accepted-In Progress;1-639028876;0.0006685453792104501;1
Completed-Closed;1-639028876;3013049.9977661497;2
Accepted-In Progress;1-639870000;0.0010575033768332224;1
Completed-Closed;1-639870000;7856846.000005904;2
Accepted-In Progress;1-639881579;0.0023171213825698366;1
Completed-Closed;1-639881579;2156509.999126721;2
Accepted-In Progress;1-639930880;-0.0029360366991159725;1
Queued-Awaiting Assignment;1-639930880;707.9925232741107;2
Accepted-In Progress;1-639930880;3234.998936961381;3
Accepted-Wait;1-639930880;17646618.0;4
Accepted-Assigned;1-639930880;5393874.0;5
Accepted-In Progress;1-639930880;3374025.0;6
Completed-Closed;1-639930880;4.0;7
Accepted-In Progress;1-639942581;-0.0015997142932857094;1
Accepted-Wait;1-639942581;2247846.0012673773;2
Accepted-In Progress;1-639942581;704196.0009900802;3
Completed-Closed;1-639942581;2047.9999637970323;4
Accepted-In Progress;1-640059801;0.00025253890727825503;1
Completed-Closed;1-640059801;73.99762523506388;2
Accepted-In Progress;1-640263496;0.0005044663320842454;1
Completed-Closed;1-640263496;119.99708141011585;2
Accepted-In Progress;1-641023492;-0.0013565088632493693;1
Completed-Closed;1-641023492;1144036.0002441932;2
Accepted-In Progress;1-641044311;0.00022680380116835248;1
Accepted-In Progress;1-641044311;68.00047005504481;2
Completed-Closed;1-641044311;2860064.99943582;3
Accepted-In Progress;1-641083751;0.0022470898055811897;1
Accepted-Assigned;1-641083751;410.0050165961996;2
Accepted-In Progress;1-641083751;829182.9996511596;3
Completed-Closed;1-641083751;69.99682905380264;4
Accepted-In Progress;1-641083987;-0.0026963300290383783;1
Accepted-Assigned;1-641083987;222.00597434546714;2
Accepted-In Progress;1-641083987;10804016.000023859;3
Completed-Closed;1-641083987;2.000124711466719;4
Accepted-In Progress;1-641100891;-0.0004412629172977454;1
Completed-Closed;1-641100891;342275.99931949266;2
Accepted-In Progress;1-641104060;-0.0019679641223649615;1
Queued-Awaiting Assignment;1-641104060;2807.0035128811323;2
Accepted-In Progress;1-641104060;4228979.000258671;3
Completed-Closed;1-641104060;932.0012495881626;4
Accepted-In Progress;1-641157962;-0.0004486275637204269;1
Completed-Closed;1-641157962;10718845.000429455;2
Accepted-In Progress;1-641232069;0.00010713228412074988;1
Queued-Awaiting Assignment;1-641232069;43.00495665195911;2
Accepted-In Progress;1-641232069;984.0006614293021;3
Accepted-Wait;1-641232069;17.0;4
Accepted-Assigned;1-641232069;132.0;5
Accepted-In Progress;1-641232069;0.0;6
Completed-Closed;1-641232069;283.0;7
Accepted-In Progress;1-641243011;-0.0002697641565154476;1
Accepted-Assigned;1-641243011;246.99827345834694;2
Accepted-Assigned;1-641243011;34.0;3
Accepted-In Progress;1-641243011;3012599.0;4
Completed-Closed;1-641243011;47.0;5
Accepted-In Progress;1-641306231;-0.0005026469651507249;1
Completed-Closed;1-641306231;255555.99842648391;2
Accepted-In Progress;1-641323677;1.027666770113787e-06;1
Accepted-Assigned;1-641323677;80.00071275665813;2
Accepted-In Progress;1-641323677;7382.000045446193;3
Completed-Closed;1-641323677;319750.0003048874;4
Accepted-In Progress;1-641491883;0.0003737539227659556;1
Completed-Closed;1-641491883;1812849.0012749925;2
Queued-Awaiting Assignment;1-641530471;0.00015971851486951819;1
Accepted-In Progress;1-641530471;1534394.9996121866;2
Queued-Awaiting Assignment;1-641530471;733.0045963987268;3
Accepted-In Progress;1-641530471;2030.9990813418085;4
Completed-Closed;1-641530471;1487420.999566372;5
Accepted-In Progress;1-642418588;5.550964538584173e-06;1
Completed-Closed;1-642418588;5531130.999049664;2
Accepted-In Progress;1-642478708;-0.0015060606303929605;1
Completed-Closed;1-642478708;6406966.99954207;2
Accepted-In Progress;1-642761240;-0.00044776591647741954;1
Completed-Closed;1-642761240;50.998893020269364;2
Accepted-In Progress;1-642766943;-0.001495649871944461;1
Accepted-Wait;1-642766943;3018.986526375523;2
Accepted-In Progress;1-642766943;146469.9997857138;3
Completed-Closed;1-642766943;49.000165409837216;4
Accepted-In Progress;1-642802641;0.00023090847404685938;1
Accepted-In Progress;1-642802641;2288.0001575574806;2
Queued-Awaiting Assignment;1-642802641;0.0;3
Accepted-In Progress;1-642802641;0.0;4
Completed-Closed;1-642802641;93.0;5
Accepted-In Progress;1-642846054;-0.00010929359090036638;1
Accepted-In Progress;1-642846054;646.9982656643683;2
Completed-Closed;1-642846054;11050730.000945903;3
Accepted-In Progress;1-643444986;-0.003938592370184642;1
Queued-Awaiting Assignment;1-643444986;430.00392829303655;2
Accepted-In Progress;1-643444986;17198.99966293702;3
Completed-Closed;1-643444986;3888510.000209223;4
Accepted-In Progress;1-643445547;0.0010538106540886624;1
Completed-Closed;1-643445547;1468.000369626187;2
Accepted-In Progress;1-643468705;-0.0009235417420778052;1
Completed-Closed;1-643468705;246.9991381711691;2
Accepted-In Progress;1-643468705;1391766.0006228168;3
Completed-Closed;1-643468705;39.0001543499738;4
Accepted-In Progress;1-643532122;0.0005459674014443529;1
Completed-Closed;1-643532122;11474719.000218509;2
Accepted-In Progress;1-643556695;-0.001160688247607347;1
Completed-Closed;1-643556695;3182518.995865682;2
Accepted-In Progress;1-643685369;0.0013122781951399336;1
Accepted-In Progress;1-643685369;3703241.9988911636;2
Completed-Closed;1-643685369;3470159.0;3
Accepted-In Progress;1-643685396;0.0003027817671738895;1
Accepted-In Progress;1-643685396;0.0;2
Queued-Awaiting Assignment;1-643685396;175.0;3
Accepted-In Progress;1-643685396;8215572.0;4
Completed-Closed;1-643685396;334861.0;5
Accepted-In Progress;1-643706642;-0.0023461172364500197;1
Accepted-In Progress;1-643706642;2208.0004097972733;2
Completed-Closed;1-643706642;146585.9963335078;3
Accepted-In Progress;1-643747498;0.00040102055868173724;1
Completed-Closed;1-643747498;48.99899427760832;2
Accepted-In Progress;1-644748889;-0.00032770382205389977;1
Completed-Closed;1-644748889;160.00048927246482;2
Accepted-In Progress;1-644827840;-0.0014945201033568778;1
Completed-Closed;1-644827840;654.0001806078101;2
Accepted-In Progress;1-644992956;-0.0003878228480896991;1
Accepted-In Progress;1-644992956;120.0002003493287;2
Completed-Closed;1-644992956;10.0;3
Accepted-In Progress;1-647796802;0.0005160931671313096;1
Accepted-Assigned;1-647796802;2142.9916078052215;2
Accepted-In Progress;1-647796802;13311.000033965534;3
Accepted-In Progress;1-647796802;137.99908383892588;4
Completed-Closed;1-647796802;293067.9998489784;5
Accepted-In Progress;1-647802297;-9.750623931250549e-05;1
Completed-Closed;1-647802297;1646.999163795159;2
Accepted-In Progress;1-647841758;0.00030439166088569756;1
Accepted-In Progress;1-647841758;11898316.0;2
Queued-Awaiting Assignment;1-647841758;322.0;3
Accepted-In Progress;1-647841758;2208.0;4
Completed-Closed;1-647841758;9767310.0;5
Accepted-In Progress;1-647929267;0.00046747663075535385;1
Completed-Closed;1-647929267;326809.99938758416;2
Accepted-Wait;1-648105181;-0.0023851259852552126;1
Accepted-In Progress;1-648105181;9157708.99935535;2
Completed-Closed;1-648105181;147.00005669331986;3
Accepted-In Progress;1-648231508;0.00115514575185799;1
Completed-Closed;1-648231508;119.99529119299568;2
Accepted-In Progress;1-648497601;-0.0015784576227465673;1
Queued-Awaiting Assignment;1-648497601;22.999684612092096;2
Accepted-In Progress;1-648497601;267604.99963074777;3
Completed-Closed;1-648497601;1827004.9970789768;4
Accepted-In Progress;1-648807492;-0.0021892294537651418;1
Completed-Closed;1-648807492;429009.99980876787;2
Accepted-In Progress;1-648839266;0.0005532682973167455;1
Completed-Closed;1-648839266;865169.9977966611;2
Accepted-In Progress;1-648861744;-0.0026061406646023526;1
Completed-Closed;1-648861744;2825104.000733948;2
Accepted-In Progress;1-649302225;0.000865058186727386;1
Completed-Closed;1-649302225;1584.9957973648266;2
Accepted-In Progress;1-649302263;-0.0016393936366562761;1
Completed-Closed;1-649302263;391.99744743226336;2
Accepted-In Progress;1-649887393;0.001285146490366243;1
Completed-Closed;1-649887393;5623473.99916169;2
Accepted-In Progress;1-649984202;0.0018450651208525865;1
Completed-Closed;1-649984202;6740783.000689516;2
Accepted-In Progress;1-650008427;2.057455619146657e-05;1
Completed-Closed;1-650008427;601.0009183983627;2
Accepted-In Progress;1-650011031;-0.0007189395774766621;1
Completed-Closed;1-650011031;281401.9970437323;2
Accepted-In Progress;1-650025535;0.00016668094943448944;1
Completed-Closed;1-650025535;2069212.0003447214;2
Accepted-In Progress;1-650025535;30.000392010293858;3
Completed-Closed;1-650025535;3650151.0002418095;4
Accepted-In Progress;1-650123293;0.0004122391644805676;1
Accepted-Assigned;1-650123293;19.995866066983957;2
Accepted-In Progress;1-650123293;69884.00004231355;3
Completed-Closed;1-650123293;4798205.001306573;4
Accepted-In Progress;1-650135511;-0.000938452969019555;1
Completed-Closed;1-650135511;4460945.997803155;2
Accepted-In Progress;1-650241321;-0.001050165220335983;1
Completed-Closed;1-650241321;6987414.998137489;2
Accepted-In Progress;1-650243662;0.0005476186527987705;1
Accepted-Wait;1-650243662;97312.9982748355;2
Accepted-In Progress;1-650243662;4741782.999683848;3
Completed-Closed;1-650243662;3361065.002727359;4
Accepted-In Progress;1-650892393;-0.001365923311230416;1
Completed-Closed;1-650892393;81882.99926108982;2
Accepted-In Progress;1-651084211;0.0008912199025794537;1
Completed-Closed;1-651084211;159.00334738066078;2
Accepted-In Progress;1-651096273;0.0008826614784928897;1
Completed-Closed;1-651096273;67060.99912687724;2
Accepted-In Progress;1-651206715;0.00102103376331675;1
Completed-Closed;1-651206715;1195209.000864284;2
Accepted-In Progress;1-651398271;-0.0014739454966381873;1
Queued-Awaiting Assignment;1-651398271;57.984817008393456;2
Accepted-In Progress;1-651398271;133597.00069083885;3
Completed-Closed;1-651398271;1180.0004814469596;4
Accepted-In Progress;1-651922251;-0.002759850410914599;1
Completed-Closed;1-651922251;3034704.999196254;2
Accepted-In Progress;1-651922470;-0.0018245488037891226;1
Completed-Closed;1-651922470;3033357.001806806;2
Accepted-In Progress;1-651922594;-0.0010295363096124918;1
Completed-Closed;1-651922594;6278.0012305061655;2
Accepted-In Progress;1-651951532;-0.0013434350886647605;1
Completed-Closed;1-651951532;16368.000453106624;2
Accepted-In Progress;1-652112015;-0.00045555901934661824;1
Queued-Awaiting Assignment;1-652112015;393.9743904720942;2
Accepted-In Progress;1-652112015;0.0;3
Queued-Awaiting Assignment;1-652112015;151997.0;4
Accepted-In Progress;1-652112015;0.0;5
Completed-Closed;1-652112015;92.0;6
Accepted-In Progress;1-652259831;0.002151945432393888;1
Completed-Closed;1-652259831;169.00163771203663;2
Accepted-In Progress;1-652270498;-0.005424824064335014;1
Completed-Closed;1-652270498;4222191.0007025385;2
Accepted-In Progress;1-652874271;0.002144910031533646;1
Completed-Closed;1-652874271;5820567.997725443;2
Accepted-In Progress;1-652925445;0.0013889472531387627;1
Completed-Closed;1-652925445;8224007.998843952;2
Accepted-In Progress;1-652935537;0.0039860161469726044;1
Completed-Closed;1-652935537;278.00162153138564;2
Accepted-In Progress;1-653135006;0.0045309650731806496;1
Accepted-Wait;1-653135006;349.0233450716575;2
Completed-Closed;1-653135006;933511.9994235948;3
Accepted-In Progress;1-653254236;0.00010209488120227539;1
Accepted-Wait;1-653254236;88.00009591894731;2
